# 90prime spectral response curves
# compiled by C. W. Engelbracht, March 2009
# filter: SDSS u
# 3 (filter * Q.E.) response curves are listed:
#    blue (chips 1 and 4), broadband (chips 2 and 3),
#    and average [(blue + broadband) / 2)]
# wavelength (nm)        filter    filt.*blue    filt.*broadband       average
            914.0         0.000         0.000              0.000         0.000
            915.0         0.000         0.000              0.000         0.000
            916.0         0.000         0.000              0.000         0.000
            917.0         0.000         0.000              0.000         0.000
            918.0         0.000         0.000              0.000         0.000
            919.0         0.000         0.000              0.000         0.000
            920.0         0.000         0.000              0.000         0.000
            921.0         0.000         0.000              0.000         0.000
            922.0         0.000         0.000              0.000         0.000
            923.0         0.000         0.000              0.000         0.000
            924.0         0.000         0.000              0.000         0.000
            925.0         0.000         0.000              0.000         0.000
            926.0         0.000         0.000              0.000         0.000
            927.0         0.000         0.000              0.000         0.000
            928.0         0.000         0.000              0.000         0.000
            929.0         0.000         0.000              0.000         0.000
            930.0         0.000         0.000              0.000         0.000
            931.0         0.000         0.000              0.000         0.000
            932.0         0.000         0.000              0.000         0.000
            933.0         0.000         0.000              0.000         0.000
            934.0         0.000         0.000              0.000         0.000
            935.0         0.000         0.000              0.000         0.000
            936.0         0.000         0.000              0.000         0.000
            937.0         0.000         0.000              0.000         0.000
            938.0         0.000         0.000              0.000         0.000
            939.0         0.000         0.000              0.000         0.000
            940.0         0.000         0.000              0.000         0.000
            941.0         0.000         0.000              0.000         0.000
            942.0         0.000         0.000              0.000         0.000
            943.0         0.000         0.000              0.000         0.000
            944.0         0.000         0.000              0.000         0.000
            945.0         0.000         0.000              0.000         0.000
            946.0         0.000         0.000              0.000         0.000
            947.0         0.000         0.000              0.000         0.000
            948.0         0.000         0.000              0.000         0.000
            949.0         0.000         0.000              0.000         0.000
            950.0         0.000         0.000              0.000         0.000
            951.0         0.000         0.000              0.000         0.000
            952.0         0.000         0.000              0.000         0.000
            953.0         0.000         0.000              0.000         0.000
            954.0         0.000         0.000              0.000         0.000
            955.0         0.000         0.000              0.000         0.000
            956.0         0.000         0.000              0.000         0.000
            957.0         0.000         0.000              0.000         0.000
            958.0         0.000         0.000              0.000         0.000
            959.0         0.000         0.000              0.000         0.000
            960.0         0.000         0.000              0.000         0.000
            961.0         0.000         0.000              0.000         0.000
            962.0         0.000         0.000              0.000         0.000
            963.0         0.000         0.000              0.000         0.000
            964.0         0.000         0.000              0.000         0.000
            965.0         0.000         0.000              0.000         0.000
            966.0         0.000         0.000              0.000         0.000
            967.0         0.000         0.000              0.000         0.000
            968.0         0.000         0.000              0.000         0.000
            969.0         0.000         0.000              0.000         0.000
            970.0         0.000         0.000              0.000         0.000
            971.0         0.000         0.000              0.000         0.000
            972.0         0.000         0.000              0.000         0.000
            973.0         0.000         0.000              0.000         0.000
            974.0         0.000         0.000              0.000         0.000
            975.0         0.000         0.000              0.000         0.000
            976.0         0.000         0.000              0.000         0.000
            977.0         0.000         0.000              0.000         0.000
            978.0         0.000         0.000              0.000         0.000
            979.0         0.000         0.000              0.000         0.000
            980.0         0.000         0.000              0.000         0.000
            981.0         0.000         0.000              0.000         0.000
            982.0         0.000         0.000              0.000         0.000
            983.0         0.000         0.000              0.000         0.000
            984.0         0.000         0.000              0.000         0.000
            985.0         0.000         0.000              0.000         0.000
            986.0         0.000         0.000              0.000         0.000
            987.0         0.000         0.000              0.000         0.000
            988.0         0.000         0.000              0.000         0.000
            989.0         0.000         0.000              0.000         0.000
            990.0         0.000         0.000              0.000         0.000
            991.0         0.000         0.000              0.000         0.000
            992.0         0.000         0.000              0.000         0.000
            993.0         0.000         0.000              0.000         0.000
            994.0         0.000         0.000              0.000         0.000
            995.0         0.000         0.000              0.000         0.000
            996.0         0.000         0.000              0.000         0.000
            997.0         0.000         0.000              0.000         0.000
            998.0         0.000         0.000              0.000         0.000
            999.0         0.000         0.000              0.000         0.000
           1000.0         0.000         0.000              0.000         0.000
           1001.0         0.000         0.000              0.000         0.000
           1002.0         0.000         0.000              0.000         0.000
           1003.0         0.000         0.000              0.000         0.000
           1004.0         0.000         0.000              0.000         0.000
           1005.0         0.000         0.000              0.000         0.000
           1006.0         0.000         0.000              0.000         0.000
           1007.0         0.000         0.000              0.000         0.000
           1008.0         0.000         0.000              0.000         0.000
           1009.0         0.000         0.000              0.000         0.000
           1010.0         0.000         0.000              0.000         0.000
           1011.0         0.000         0.000              0.000         0.000
           1012.0         0.000         0.000              0.000         0.000
           1013.0         0.000         0.000              0.000         0.000
           1014.0         0.000         0.000              0.000         0.000
           1015.0         0.000         0.000              0.000         0.000
           1016.0         0.000         0.000              0.000         0.000
           1017.0         0.000         0.000              0.000         0.000
           1018.0         0.000         0.000              0.000         0.000
           1019.0         0.000         0.000              0.000         0.000
           1020.0         0.000         0.000              0.000         0.000
           1021.0         0.000         0.000              0.000         0.000
           1022.0         0.000         0.000              0.000         0.000
           1023.0         0.000         0.000              0.000         0.000
           1024.0         0.000         0.000              0.000         0.000
           1025.0         0.000         0.000              0.000         0.000
           1026.0         0.000         0.000              0.000         0.000
           1027.0         0.000         0.000              0.000         0.000
           1028.0         0.000         0.000              0.000         0.000
           1029.0         0.000         0.000              0.000         0.000
           1030.0         0.000         0.000              0.000         0.000
           1031.0         0.000         0.000              0.000         0.000
           1032.0         0.000         0.000              0.000         0.000
           1033.0         0.000         0.000              0.000         0.000
           1034.0         0.000         0.000              0.000         0.000
           1035.0         0.000         0.000              0.000         0.000
           1036.0         0.000         0.000              0.000         0.000
           1037.0         0.000         0.000              0.000         0.000
           1038.0         0.000         0.000              0.000         0.000
           1039.0         0.000         0.000              0.000         0.000
           1040.0         0.000         0.000              0.000         0.000
           1041.0         0.000         0.000              0.000         0.000
           1042.0         0.000         0.000              0.000         0.000
           1043.0         0.000         0.000              0.000         0.000
           1044.0         0.000         0.000              0.000         0.000
           1045.0         0.000         0.000              0.000         0.000
           1046.0         0.000         0.000              0.000         0.000
           1047.0         0.000         0.000              0.000         0.000
           1048.0         0.000         0.000              0.000         0.000
           1049.0         0.000         0.000              0.000         0.000
           1050.0         0.000         0.000              0.000         0.000
           1051.0         0.000         0.000              0.000         0.000
           1052.0         0.000         0.000              0.000         0.000
           1053.0         0.000         0.000              0.000         0.000
           1054.0         0.000         0.000              0.000         0.000
           1055.0         0.000         0.000              0.000         0.000
           1056.0         0.000         0.000              0.000         0.000
           1057.0         0.000         0.000              0.000         0.000
           1058.0         0.000         0.000              0.000         0.000
           1059.0         0.000         0.000              0.000         0.000
           1060.0         0.000         0.000              0.000         0.000
           1061.0         0.000         0.000              0.000         0.000
           1062.0         0.000         0.000              0.000         0.000
           1063.0         0.000         0.000              0.000         0.000
           1064.0         0.000         0.000              0.000         0.000
           1065.0         0.000         0.000              0.000         0.000
           1066.0         0.000         0.000              0.000         0.000
           1067.0         0.000         0.000              0.000         0.000
           1068.0         0.000         0.000              0.000         0.000
           1069.0         0.000         0.000              0.000         0.000
           1070.0         0.000         0.000              0.000         0.000
           1071.0         0.000         0.000              0.000         0.000
           1072.0         0.000         0.000              0.000         0.000
           1073.0         0.000         0.000              0.000         0.000
           1074.0         0.000         0.000              0.000         0.000
           1075.0         0.000         0.000              0.000         0.000
           1076.0         0.000         0.000              0.000         0.000
           1077.0         0.000         0.000              0.000         0.000
           1078.0         0.000         0.000              0.000         0.000
           1079.0         0.000         0.000              0.000         0.000
           1080.0         0.000         0.000              0.000         0.000
           1081.0         0.000         0.000              0.000         0.000
           1082.0         0.000         0.000              0.000         0.000
           1083.0         0.000         0.000              0.000         0.000
           1084.0         0.000         0.000              0.000         0.000
           1085.0         0.000         0.000              0.000         0.000
           1086.0         0.000         0.000              0.000         0.000
           1087.0         0.000         0.000              0.000         0.000
           1088.0         0.000         0.000              0.000         0.000
           1089.0         0.000         0.000              0.000         0.000
           1090.0         0.000         0.000              0.000         0.000
           1091.0         0.000         0.000              0.000         0.000
           1092.0         0.000         0.000              0.000         0.000
           1093.0         0.000         0.000              0.000         0.000
           1094.0         0.000         0.000              0.000         0.000
           1095.0         0.000         0.000              0.000         0.000
           1096.0         0.000         0.000              0.000         0.000
           1097.0         0.000         0.000              0.000         0.000
           1098.0         0.000         0.000              0.000         0.000
           1099.0         0.000         0.000              0.000         0.000
           1100.0         0.000         0.000              0.000         0.000
           1101.0         0.000         0.000              0.000         0.000
           1102.0         0.000         0.000              0.000         0.000
           1103.0         0.000         0.000              0.000         0.000
           1104.0         0.000         0.000              0.000         0.000
           1105.0         0.000         0.000              0.000         0.000
           1106.0         0.000         0.000              0.000         0.000
           1107.0         0.000         0.000              0.000         0.000
           1108.0         0.000         0.000              0.000         0.000
           1109.0         0.000         0.000              0.000         0.000
           1110.0         0.000         0.000              0.000         0.000
           1111.0         0.000         0.000              0.000         0.000
           1112.0         0.000         0.000              0.000         0.000
           1113.0         0.000         0.000              0.000         0.000
           1114.0         0.000         0.000              0.000         0.000
           1115.0         0.000         0.000              0.000         0.000
           1116.0         0.000         0.000              0.000         0.000
           1117.0         0.000         0.000              0.000         0.000
           1118.0         0.000         0.000              0.000         0.000
           1119.0         0.000         0.000              0.000         0.000
           1120.0         0.000         0.000              0.000         0.000
           1121.0         0.000         0.000              0.000         0.000
           1122.0         0.000         0.000              0.000         0.000
           1123.0         0.000         0.000              0.000         0.000
           1124.0         0.000         0.000              0.000         0.000
           1125.0         0.000         0.000              0.000         0.000
           1126.0         0.000         0.000              0.000         0.000
           1127.0         0.000         0.000              0.000         0.000
           1128.0         0.000         0.000              0.000         0.000
           1129.0         0.000         0.000              0.000         0.000
           1130.0         0.000         0.000              0.000         0.000
           1131.0         0.000         0.000              0.000         0.000
           1132.0         0.000         0.000              0.000         0.000
           1133.0         0.000         0.000              0.000         0.000
           1134.0         0.000         0.000              0.000         0.000
           1135.0         0.000         0.000              0.000         0.000
           1136.0         0.000         0.000              0.000         0.000
           1137.0         0.000         0.000              0.000         0.000
           1138.0         0.000         0.000              0.000         0.000
           1139.0         0.000         0.000              0.000         0.000
           1140.0         0.000         0.000              0.000         0.000
           1141.0         0.000         0.000              0.000         0.000
           1142.0         0.000         0.000              0.000         0.000
           1143.0         0.000         0.000              0.000         0.000
           1144.0         0.000         0.000              0.000         0.000
           1145.0         0.000         0.000              0.000         0.000
           1146.0         0.000         0.000              0.000         0.000
           1147.0         0.000         0.000              0.000         0.000
           1148.0         0.000         0.000              0.000         0.000
           1149.0         0.000         0.000              0.000         0.000
           1150.0         0.000         0.000              0.000         0.000
           1151.0         0.000         0.000              0.000         0.000
           1152.0         0.000         0.000              0.000         0.000
           1153.0         0.000         0.000              0.000         0.000
           1154.0         0.000         0.000              0.000         0.000
           1155.0         0.000         0.000              0.000         0.000
           1156.0         0.000         0.000              0.000         0.000
           1157.0         0.000         0.000              0.000         0.000
           1158.0         0.000         0.000              0.000         0.000
           1159.0         0.000         0.000              0.000         0.000
           1160.0         0.000         0.000              0.000         0.000
           1161.0         0.000         0.000              0.000         0.000
           1162.0         0.000         0.000              0.000         0.000
           1163.0         0.000         0.000              0.000         0.000
           1164.0         0.000         0.000              0.000         0.000
           1165.0         0.000         0.000              0.000         0.000
           1166.0         0.000         0.000              0.000         0.000
           1167.0         0.000         0.000              0.000         0.000
           1168.0         0.000         0.000              0.000         0.000
           1169.0         0.000         0.000              0.000         0.000
           1170.0         0.000         0.000              0.000         0.000
           1171.0         0.000         0.000              0.000         0.000
           1172.0         0.000         0.000              0.000         0.000
           1173.0         0.000         0.000              0.000         0.000
           1174.0         0.000         0.000              0.000         0.000
           1175.0         0.000         0.000              0.000         0.000
           1176.0         0.000         0.000              0.000         0.000
           1177.0         0.000         0.000              0.000         0.000
           1178.0         0.000         0.000              0.000         0.000
           1179.0         0.000         0.000              0.000         0.000
           1180.0         0.000         0.000              0.000         0.000
           1181.0         0.000         0.000              0.000         0.000
           1182.0         0.000         0.000              0.000         0.000
           1183.0         0.000         0.000              0.000         0.000
           1184.0         0.000         0.000              0.000         0.000
           1185.0         0.000         0.000              0.000         0.000
           1186.0         0.000         0.000              0.000         0.000
           1187.0         0.000         0.000              0.000         0.000
           1188.0         0.000         0.000              0.000         0.000
           1189.0         0.000         0.000              0.000         0.000
           1190.0         0.000         0.000              0.000         0.000
           1191.0         0.000         0.000              0.000         0.000
           1192.0         0.000         0.000              0.000         0.000
           1193.0         0.000         0.000              0.000         0.000
           1194.0         0.000         0.000              0.000         0.000
           1195.0         0.000         0.000              0.000         0.000
           1196.0         0.000         0.000              0.000         0.000
           1197.0         0.000         0.000              0.000         0.000
           1198.0         0.000         0.000              0.000         0.000
           1199.0         0.000         0.000              0.000         0.000
           1200.0         0.000         0.000              0.000         0.000
