# 90prime spectral response curves
# compiled by C. W. Engelbracht, March 2009
# filter: SDSS z
# 3 (filter * Q.E.) response curves are listed:
#    blue (chips 1 and 4), broadband (chips 2 and 3),
#    and average [(blue + broadband) / 2)]
#
# N.B. The filter trace has a small (~3%) dip near 870 nm in the filter trace
# that I'm not sure is real, since I don't see it in the spectral traces I
# find on the internet - use with caution.
#
# wavelength (nm)        filter    filt.*blue    filt.*broadband       average
            341.0        -0.000        -0.000             -0.000        -0.000
            342.0         0.000         0.000              0.000         0.000
            343.0        -0.000        -0.000             -0.000        -0.000
            344.0         0.000         0.000              0.000         0.000
            345.0        -0.000        -0.000             -0.000        -0.000
            346.0         0.000         0.000              0.000         0.000
            347.0        -0.000        -0.000             -0.000        -0.000
            348.0         0.000         0.000              0.000         0.000
            349.0         0.000         0.000              0.000         0.000
            350.0         0.000         0.000              0.000         0.000
            351.0         0.000         0.000              0.000         0.000
            352.0         0.000         0.000              0.000         0.000
            353.0         0.000         0.000              0.000         0.000
            354.0         0.000         0.000              0.000         0.000
            355.0         0.000         0.000              0.000         0.000
            356.0         0.000         0.000              0.000         0.000
            357.0         0.000         0.000              0.000         0.000
            358.0         0.000         0.000              0.000         0.000
            359.0         0.000         0.000              0.000         0.000
            360.0         0.000         0.000              0.000         0.000
            361.0         0.000         0.000              0.000         0.000
            362.0         0.000         0.000              0.000         0.000
            363.0         0.000         0.000              0.000         0.000
            364.0         0.000         0.000              0.000         0.000
            365.0         0.000         0.000              0.000         0.000
            366.0         0.000         0.000              0.000         0.000
            367.0         0.000         0.000              0.000         0.000
            368.0         0.000         0.000              0.000         0.000
            369.0         0.000         0.000              0.000         0.000
            370.0         0.000         0.000              0.000         0.000
            371.0         0.000         0.000              0.000         0.000
            372.0         0.000         0.000              0.000         0.000
            373.0         0.000         0.000              0.000         0.000
            374.0         0.000         0.000              0.000         0.000
            375.0         0.000         0.000              0.000         0.000
            376.0         0.000         0.000              0.000         0.000
            377.0         0.000         0.000              0.000         0.000
            378.0         0.000         0.000              0.000         0.000
            379.0         0.000         0.000              0.000         0.000
            380.0         0.000         0.000              0.000         0.000
            381.0         0.000         0.000              0.000         0.000
            382.0         0.000         0.000              0.000         0.000
            383.0         0.000         0.000              0.000         0.000
            384.0         0.000         0.000              0.000         0.000
            385.0         0.000         0.000              0.000         0.000
            386.0         0.000         0.000              0.000         0.000
            387.0         0.000         0.000              0.000         0.000
            388.0         0.000         0.000              0.000         0.000
            389.0         0.000         0.000              0.000         0.000
            390.0         0.000         0.000              0.000         0.000
            391.0         0.000         0.000              0.000         0.000
            392.0         0.000         0.000              0.000         0.000
            393.0         0.000         0.000              0.000         0.000
            394.0         0.000         0.000              0.000         0.000
            395.0         0.000         0.000              0.000         0.000
            396.0         0.000         0.000              0.000         0.000
            397.0         0.000         0.000              0.000         0.000
            398.0         0.000         0.000              0.000         0.000
            399.0         0.000         0.000              0.000         0.000
            400.0         0.000         0.000              0.000         0.000
            401.0         0.000         0.000              0.000         0.000
            402.0         0.000         0.000              0.000         0.000
            403.0         0.000         0.000              0.000         0.000
            404.0         0.000         0.000              0.000         0.000
            405.0         0.000         0.000              0.000         0.000
            406.0         0.000         0.000              0.000         0.000
            407.0         0.000         0.000              0.000         0.000
            408.0         0.000         0.000              0.000         0.000
            409.0         0.000         0.000              0.000         0.000
            410.0         0.000         0.000              0.000         0.000
            411.0         0.000         0.000              0.000         0.000
            412.0        -0.000        -0.000             -0.000        -0.000
            413.0         0.000         0.000              0.000         0.000
            414.0        -0.000        -0.000             -0.000        -0.000
            415.0        -0.000        -0.000             -0.000        -0.000
            416.0        -0.000        -0.000             -0.000        -0.000
            417.0        -0.000        -0.000             -0.000        -0.000
            418.0        -0.000        -0.000             -0.000        -0.000
            419.0         0.000         0.000              0.000         0.000
            420.0         0.000         0.000              0.000         0.000
            421.0         0.000         0.000              0.000         0.000
            422.0         0.000         0.000              0.000         0.000
            423.0         0.000         0.000              0.000         0.000
            424.0         0.000         0.000              0.000         0.000
            425.0        -0.000        -0.000             -0.000        -0.000
            426.0        -0.000        -0.000             -0.000        -0.000
            427.0         0.000         0.000              0.000         0.000
            428.0         0.000         0.000              0.000         0.000
            429.0         0.000         0.000              0.000         0.000
            430.0         0.000         0.000              0.000         0.000
            431.0         0.000         0.000              0.000         0.000
            432.0         0.000         0.000              0.000         0.000
            433.0         0.000         0.000              0.000         0.000
            434.0        -0.000        -0.000             -0.000        -0.000
            435.0        -0.000        -0.000             -0.000        -0.000
            436.0        -0.000        -0.000             -0.000        -0.000
            437.0        -0.000        -0.000             -0.000        -0.000
            438.0        -0.000        -0.000             -0.000        -0.000
            439.0        -0.000        -0.000             -0.000        -0.000
            440.0         0.000         0.000              0.000         0.000
            441.0         0.000         0.000              0.000         0.000
            442.0         0.000         0.000              0.000         0.000
            443.0         0.000         0.000              0.000         0.000
            444.0         0.000         0.000              0.000         0.000
            445.0         0.000         0.000              0.000         0.000
            446.0         0.000         0.000              0.000         0.000
            447.0         0.000         0.000              0.000         0.000
            448.0         0.000         0.000              0.000         0.000
            449.0        -0.000        -0.000             -0.000        -0.000
            450.0         0.000         0.000              0.000         0.000
            451.0         0.000         0.000              0.000         0.000
            452.0         0.000         0.000              0.000         0.000
            453.0         0.000         0.000              0.000         0.000
            454.0         0.000         0.000              0.000         0.000
            455.0         0.000         0.000              0.000         0.000
            456.0         0.000         0.000              0.000         0.000
            457.0         0.000         0.000              0.000         0.000
            458.0         0.000         0.000              0.000         0.000
            459.0         0.000         0.000              0.000         0.000
            460.0         0.000         0.000              0.000         0.000
            461.0         0.000         0.000              0.000         0.000
            462.0         0.000         0.000              0.000         0.000
            463.0         0.000         0.000              0.000         0.000
            464.0         0.000         0.000              0.000         0.000
            465.0         0.000         0.000              0.000         0.000
            466.0         0.000         0.000              0.000         0.000
            467.0         0.000         0.000              0.000         0.000
            468.0         0.000         0.000              0.000         0.000
            469.0         0.000         0.000              0.000         0.000
            470.0         0.000         0.000              0.000         0.000
            471.0         0.000         0.000              0.000         0.000
            472.0         0.000         0.000              0.000         0.000
            473.0         0.000         0.000              0.000         0.000
            474.0         0.000         0.000              0.000         0.000
            475.0         0.000         0.000              0.000         0.000
            476.0         0.000         0.000              0.000         0.000
            477.0         0.000         0.000              0.000         0.000
            478.0         0.000         0.000              0.000         0.000
            479.0         0.000         0.000              0.000         0.000
            480.0         0.000         0.000              0.000         0.000
            481.0         0.000         0.000              0.000         0.000
            482.0         0.000         0.000              0.000         0.000
            483.0         0.000         0.000              0.000         0.000
            484.0         0.000         0.000              0.000         0.000
            485.0         0.000         0.000              0.000         0.000
            486.0         0.000         0.000              0.000         0.000
            487.0         0.000         0.000              0.000         0.000
            488.0         0.000         0.000              0.000         0.000
            489.0         0.000         0.000              0.000         0.000
            490.0         0.000         0.000              0.000         0.000
            491.0         0.000         0.000              0.000         0.000
            492.0         0.000         0.000              0.000         0.000
            493.0         0.000         0.000              0.000         0.000
            494.0         0.000         0.000              0.000         0.000
            495.0         0.000         0.000              0.000         0.000
            496.0         0.000         0.000              0.000         0.000
            497.0         0.000         0.000              0.000         0.000
            498.0         0.000         0.000              0.000         0.000
            499.0         0.000         0.000              0.000         0.000
            500.0         0.000         0.000              0.000         0.000
            501.0         0.000         0.000              0.000         0.000
            502.0         0.000         0.000              0.000         0.000
            503.0         0.000         0.000              0.000         0.000
            504.0         0.000         0.000              0.000         0.000
            505.0         0.000         0.000              0.000         0.000
            506.0         0.000         0.000              0.000         0.000
            507.0         0.000         0.000              0.000         0.000
            508.0         0.000         0.000              0.000         0.000
            509.0         0.000         0.000              0.000         0.000
            510.0         0.000         0.000              0.000         0.000
            511.0         0.000         0.000              0.000         0.000
            512.0         0.000         0.000              0.000         0.000
            513.0         0.000         0.000              0.000         0.000
            514.0         0.000         0.000              0.000         0.000
            515.0         0.000         0.000              0.000         0.000
            516.0         0.000         0.000              0.000         0.000
            517.0         0.000         0.000              0.000         0.000
            518.0         0.000         0.000              0.000         0.000
            519.0         0.000         0.000              0.000         0.000
            520.0         0.000         0.000              0.000         0.000
            521.0         0.000         0.000              0.000         0.000
            522.0         0.000         0.000              0.000         0.000
            523.0         0.000         0.000              0.000         0.000
            524.0         0.000         0.000              0.000         0.000
            525.0         0.000         0.000              0.000         0.000
            526.0         0.000         0.000              0.000         0.000
            527.0         0.000         0.000              0.000         0.000
            528.0         0.000         0.000              0.000         0.000
            529.0         0.000         0.000              0.000         0.000
            530.0         0.000         0.000              0.000         0.000
            531.0         0.000         0.000              0.000         0.000
            532.0         0.000         0.000              0.000         0.000
            533.0         0.000         0.000              0.000         0.000
            534.0         0.000         0.000              0.000         0.000
            535.0         0.000         0.000              0.000         0.000
            536.0         0.000         0.000              0.000         0.000
            537.0         0.000         0.000              0.000         0.000
            538.0         0.000         0.000              0.000         0.000
            539.0         0.000         0.000              0.000         0.000
            540.0         0.000         0.000              0.000         0.000
            541.0         0.000         0.000              0.000         0.000
            542.0         0.000         0.000              0.000         0.000
            543.0         0.000         0.000              0.000         0.000
            544.0         0.000         0.000              0.000         0.000
            545.0         0.000         0.000              0.000         0.000
            546.0         0.000         0.000              0.000         0.000
            547.0         0.000         0.000              0.000         0.000
            548.0         0.000         0.000              0.000         0.000
            549.0         0.000         0.000              0.000         0.000
            550.0         0.000         0.000              0.000         0.000
            551.0         0.000         0.000              0.000         0.000
            552.0         0.000         0.000              0.000         0.000
            553.0         0.000         0.000              0.000         0.000
            554.0         0.000         0.000              0.000         0.000
            555.0         0.000         0.000              0.000         0.000
            556.0         0.000         0.000              0.000         0.000
            557.0         0.000         0.000              0.000         0.000
            558.0         0.000         0.000              0.000         0.000
            559.0         0.000         0.000              0.000         0.000
            560.0         0.000         0.000              0.000         0.000
            561.0         0.000         0.000              0.000         0.000
            562.0         0.000         0.000              0.000         0.000
            563.0         0.000         0.000              0.000         0.000
            564.0         0.000         0.000              0.000         0.000
            565.0         0.000         0.000              0.000         0.000
            566.0         0.000         0.000              0.000         0.000
            567.0         0.000         0.000              0.000         0.000
            568.0         0.000         0.000              0.000         0.000
            569.0         0.000         0.000              0.000         0.000
            570.0         0.000         0.000              0.000         0.000
            571.0         0.000         0.000              0.000         0.000
            572.0         0.000         0.000              0.000         0.000
            573.0         0.000         0.000              0.000         0.000
            574.0         0.000         0.000              0.000         0.000
            575.0         0.000         0.000              0.000         0.000
            576.0         0.000         0.000              0.000         0.000
            577.0         0.000         0.000              0.000         0.000
            578.0         0.000         0.000              0.000         0.000
            579.0         0.000         0.000              0.000         0.000
            580.0         0.000         0.000              0.000         0.000
            581.0         0.000         0.000              0.000         0.000
            582.0         0.000         0.000              0.000         0.000
            583.0         0.000         0.000              0.000         0.000
            584.0         0.000         0.000              0.000         0.000
            585.0         0.000         0.000              0.000         0.000
            586.0         0.000         0.000              0.000         0.000
            587.0         0.000         0.000              0.000         0.000
            588.0         0.000         0.000              0.000         0.000
            589.0         0.000         0.000              0.000         0.000
            590.0         0.000         0.000              0.000         0.000
            591.0         0.000         0.000              0.000         0.000
            592.0         0.000         0.000              0.000         0.000
            593.0         0.000         0.000              0.000         0.000
            594.0         0.000         0.000              0.000         0.000
            595.0         0.000         0.000              0.000         0.000
            596.0         0.000         0.000              0.000         0.000
            597.0         0.000         0.000              0.000         0.000
            598.0         0.000         0.000              0.000         0.000
            599.0         0.000         0.000              0.000         0.000
            600.0         0.000         0.000              0.000         0.000
            601.0         0.000         0.000              0.000         0.000
            602.0         0.000         0.000              0.000         0.000
            603.0         0.000         0.000              0.000         0.000
            604.0         0.000         0.000              0.000         0.000
            605.0         0.000         0.000              0.000         0.000
            606.0         0.000         0.000              0.000         0.000
            607.0         0.000         0.000              0.000         0.000
            608.0         0.000         0.000              0.000         0.000
            609.0         0.000         0.000              0.000         0.000
            610.0         0.000         0.000              0.000         0.000
            611.0         0.000         0.000              0.000         0.000
            612.0         0.000         0.000              0.000         0.000
            613.0         0.000         0.000              0.000         0.000
            614.0         0.000         0.000              0.000         0.000
            615.0         0.000         0.000              0.000         0.000
            616.0         0.000         0.000              0.000         0.000
            617.0         0.000         0.000              0.000         0.000
            618.0         0.000         0.000              0.000         0.000
            619.0         0.000         0.000              0.000         0.000
            620.0         0.000         0.000              0.000         0.000
            621.0         0.000         0.000              0.000         0.000
            622.0         0.000         0.000              0.000         0.000
            623.0         0.000         0.000              0.000         0.000
            624.0         0.000         0.000              0.000         0.000
            625.0         0.000         0.000              0.000         0.000
            626.0         0.000         0.000              0.000         0.000
            627.0         0.000         0.000              0.000         0.000
            628.0         0.000         0.000              0.000         0.000
            629.0         0.000         0.000              0.000         0.000
            630.0         0.000         0.000              0.000         0.000
            631.0         0.000         0.000              0.000         0.000
            632.0        -0.000        -0.000             -0.000        -0.000
            633.0         0.000         0.000              0.000         0.000
            634.0         0.000         0.000              0.000         0.000
            635.0        -0.000        -0.000             -0.000        -0.000
            636.0         0.000         0.000              0.000         0.000
            637.0         0.000         0.000              0.000         0.000
            638.0         0.000         0.000              0.000         0.000
            639.0         0.000         0.000              0.000         0.000
            640.0         0.000         0.000              0.000         0.000
            641.0         0.000         0.000              0.000         0.000
            642.0         0.000         0.000              0.000         0.000
            643.0         0.000         0.000              0.000         0.000
            644.0         0.000         0.000              0.000         0.000
            645.0         0.000         0.000              0.000         0.000
            646.0        -0.000        -0.000             -0.000        -0.000
            647.0        -0.000        -0.000             -0.000        -0.000
            648.0        -0.000        -0.000             -0.000        -0.000
            649.0        -0.000        -0.000             -0.000        -0.000
            650.0        -0.000        -0.000             -0.000        -0.000
            651.0        -0.000        -0.000             -0.000        -0.000
            652.0        -0.000        -0.000             -0.000        -0.000
            653.0        -0.000        -0.000             -0.000        -0.000
            654.0        -0.000        -0.000             -0.000        -0.000
            655.0        -0.000        -0.000             -0.000        -0.000
            656.0        -0.000        -0.000             -0.000        -0.000
            657.0        -0.000        -0.000             -0.000        -0.000
            658.0        -0.000        -0.000             -0.000        -0.000
            659.0        -0.000        -0.000             -0.000        -0.000
            660.0        -0.000        -0.000             -0.000        -0.000
            661.0        -0.000        -0.000             -0.000        -0.000
            662.0        -0.000        -0.000             -0.000        -0.000
            663.0        -0.000        -0.000             -0.000        -0.000
            664.0        -0.000        -0.000             -0.000        -0.000
            665.0        -0.000        -0.000             -0.000        -0.000
            666.0        -0.000        -0.000             -0.000        -0.000
            667.0        -0.000        -0.000             -0.000        -0.000
            668.0        -0.000        -0.000             -0.000        -0.000
            669.0        -0.000        -0.000             -0.000        -0.000
            670.0        -0.000        -0.000             -0.000        -0.000
            671.0        -0.000        -0.000             -0.000        -0.000
            672.0        -0.000        -0.000             -0.000        -0.000
            673.0        -0.000        -0.000             -0.000        -0.000
            674.0        -0.000        -0.000             -0.000        -0.000
            675.0        -0.000        -0.000             -0.000        -0.000
            676.0        -0.000        -0.000             -0.000        -0.000
            677.0        -0.000        -0.000             -0.000        -0.000
            678.0        -0.000        -0.000             -0.000        -0.000
            679.0        -0.000        -0.000             -0.000        -0.000
            680.0        -0.000        -0.000             -0.000        -0.000
            681.0        -0.000        -0.000             -0.000        -0.000
            682.0        -0.000        -0.000             -0.000        -0.000
            683.0        -0.000        -0.000             -0.000        -0.000
            684.0        -0.000        -0.000             -0.000        -0.000
            685.0        -0.000        -0.000             -0.000        -0.000
            686.0        -0.000        -0.000             -0.000        -0.000
            687.0        -0.000        -0.000             -0.000        -0.000
            688.0        -0.000        -0.000             -0.000        -0.000
            689.0        -0.000        -0.000             -0.000        -0.000
            690.0        -0.000        -0.000             -0.000        -0.000
            691.0        -0.000        -0.000             -0.000        -0.000
            692.0        -0.000        -0.000             -0.000        -0.000
            693.0        -0.000        -0.000             -0.000        -0.000
            694.0        -0.000        -0.000             -0.000        -0.000
            695.0        -0.000        -0.000             -0.000        -0.000
            696.0        -0.000        -0.000             -0.000        -0.000
            697.0        -0.000        -0.000             -0.000        -0.000
            698.0        -0.000        -0.000             -0.000        -0.000
            699.0        -0.000        -0.000             -0.000        -0.000
            700.0        -0.000        -0.000             -0.000        -0.000
            701.0        -0.000        -0.000             -0.000        -0.000
            702.0        -0.000        -0.000             -0.000        -0.000
            703.0        -0.000        -0.000             -0.000        -0.000
            704.0        -0.000        -0.000             -0.000        -0.000
            705.0        -0.000        -0.000             -0.000        -0.000
            706.0        -0.000        -0.000             -0.000        -0.000
            707.0        -0.000        -0.000             -0.000        -0.000
            708.0        -0.000        -0.000             -0.000        -0.000
            709.0        -0.000        -0.000             -0.000        -0.000
            710.0        -0.000        -0.000             -0.000        -0.000
            711.0        -0.000        -0.000             -0.000        -0.000
            712.0        -0.000        -0.000             -0.000        -0.000
            713.0        -0.000        -0.000             -0.000        -0.000
            714.0        -0.000        -0.000             -0.000        -0.000
            715.0        -0.000        -0.000             -0.000        -0.000
            716.0        -0.000        -0.000             -0.000        -0.000
            717.0        -0.000        -0.000             -0.000        -0.000
            718.0        -0.000        -0.000             -0.000        -0.000
            719.0        -0.000        -0.000             -0.000        -0.000
            720.0        -0.000        -0.000             -0.000        -0.000
            721.0        -0.000        -0.000             -0.000        -0.000
            722.0        -0.000        -0.000             -0.000        -0.000
            723.0        -0.000        -0.000             -0.000        -0.000
            724.0        -0.000        -0.000             -0.000        -0.000
            725.0        -0.000        -0.000             -0.000        -0.000
            726.0        -0.000        -0.000             -0.000        -0.000
            727.0        -0.000        -0.000             -0.000        -0.000
            728.0        -0.000        -0.000             -0.000        -0.000
            729.0        -0.000        -0.000             -0.000        -0.000
            730.0        -0.000        -0.000             -0.000        -0.000
            731.0        -0.000        -0.000             -0.000        -0.000
            732.0        -0.000        -0.000             -0.000        -0.000
            733.0        -0.000        -0.000             -0.000        -0.000
            734.0        -0.000        -0.000             -0.000        -0.000
            735.0        -0.000        -0.000             -0.000        -0.000
            736.0        -0.000        -0.000             -0.000        -0.000
            737.0        -0.000        -0.000             -0.000        -0.000
            738.0        -0.000        -0.000             -0.000        -0.000
            739.0         0.000         0.000              0.000         0.000
            740.0        -0.000        -0.000             -0.000        -0.000
            741.0        -0.000        -0.000             -0.000        -0.000
            742.0        -0.000        -0.000             -0.000        -0.000
            743.0         0.000         0.000              0.000         0.000
            744.0         0.000         0.000              0.000         0.000
            745.0         0.000         0.000              0.000         0.000
            746.0        -0.000        -0.000             -0.000        -0.000
            747.0         0.000         0.000              0.000         0.000
            748.0        -0.000        -0.000             -0.000        -0.000
            749.0         0.000         0.000              0.000         0.000
            750.0         0.000         0.000              0.000         0.000
            751.0         0.000         0.000              0.000         0.000
            752.0         0.000         0.000              0.000         0.000
            753.0         0.000         0.000              0.000         0.000
            754.0         0.000         0.000              0.000         0.000
            755.0         0.000         0.000              0.000         0.000
            756.0         0.000         0.000              0.000         0.000
            757.0         0.000         0.000              0.000         0.000
            758.0         0.000         0.000              0.000         0.000
            759.0         0.000         0.000              0.000         0.000
            760.0         0.000         0.000              0.000         0.000
            761.0         0.000         0.000              0.000         0.000
            762.0         0.000         0.000              0.000         0.000
            763.0         0.000         0.000              0.000         0.000
            764.0         0.000         0.000              0.000         0.000
            765.0         0.000         0.000              0.000         0.000
            766.0         0.000         0.000              0.000         0.000
            767.0         0.000         0.000              0.000         0.000
            768.0         0.000         0.000              0.000         0.000
            769.0         0.000         0.000              0.000         0.000
            770.0         0.000         0.000              0.000         0.000
            771.0         0.000         0.000              0.000         0.000
            772.0         0.000         0.000              0.000         0.000
            773.0         0.000         0.000              0.000         0.000
            774.0         0.000         0.000              0.000         0.000
            775.0         0.000         0.000              0.000         0.000
            776.0         0.000         0.000              0.000         0.000
            777.0         0.000         0.000              0.000         0.000
            778.0         0.000         0.000              0.000         0.000
            779.0         0.000         0.000              0.000         0.000
            780.0         0.000         0.000              0.000         0.000
            781.0         0.000         0.000              0.000         0.000
            782.0         0.000         0.000              0.000         0.000
            783.0         0.000         0.000              0.000         0.000
            784.0         0.000         0.000              0.000         0.000
            785.0         0.000         0.000              0.000         0.000
            786.0         0.000         0.000              0.000         0.000
            787.0         0.000         0.000              0.000         0.000
            788.0         0.000         0.000              0.000         0.000
            789.0         0.000         0.000              0.000         0.000
            790.0         0.000         0.000              0.000         0.000
            791.0         0.000         0.000              0.000         0.000
            792.0         0.000         0.000              0.000         0.000
            793.0         0.000         0.000              0.000         0.000
            794.0         0.000         0.000              0.000         0.000
            795.0         0.000         0.000              0.000         0.000
            796.0         0.000         0.000              0.000         0.000
            797.0         0.000         0.000              0.000         0.000
            798.0         0.000         0.000              0.000         0.000
            799.0         0.000         0.000              0.000         0.000
            800.0         0.000         0.000              0.000         0.000
            801.0         0.000         0.000              0.000         0.000
            802.0         0.000         0.000              0.000         0.000
            803.0         0.001         0.000              0.000         0.000
            804.0         0.001         0.000              0.000         0.000
            805.0         0.001         0.001              0.001         0.001
            806.0         0.001         0.001              0.001         0.001
            807.0         0.001         0.001              0.001         0.001
            808.0         0.002         0.001              0.001         0.001
            809.0         0.002         0.001              0.001         0.001
            810.0         0.003         0.002              0.002         0.002
            811.0         0.003         0.002              0.002         0.002
            812.0         0.004         0.003              0.003         0.003
            813.0         0.006         0.004              0.004         0.004
            814.0         0.007         0.005              0.005         0.005
            815.0         0.009         0.006              0.006         0.006
            816.0         0.012         0.008              0.008         0.008
            817.0         0.017         0.010              0.010         0.010
            818.0         0.022         0.014              0.014         0.014
            819.0         0.030         0.019              0.019         0.019
            820.0         0.041         0.026              0.025         0.025
            821.0         0.056         0.035              0.035         0.035
            822.0         0.077         0.048              0.047         0.048
            823.0         0.105         0.066              0.065         0.065
            824.0         0.145         0.090              0.088         0.089
            825.0         0.198         0.123              0.120         0.121
            826.0         0.266         0.164              0.160         0.162
            827.0         0.350         0.216              0.210         0.213
            828.0         0.451         0.277              0.270         0.273
            829.0         0.559         0.342              0.332         0.337
            830.0         0.667         0.407              0.394         0.401
            831.0         0.764         0.464              0.449         0.457
            832.0         0.844         0.511              0.493         0.502
            833.0         0.903         0.545              0.525         0.535
            834.0         0.940         0.565              0.544         0.554
            835.0         0.962         0.576              0.553         0.564
            836.0         0.973         0.580              0.556         0.568
            837.0         0.977         0.580              0.555         0.567
            838.0         0.978         0.579              0.552         0.566
            839.0         0.976         0.575              0.548         0.562
            840.0         0.976         0.573              0.545         0.559
            841.0         0.974         0.570              0.541         0.555
            842.0         0.973         0.567              0.537         0.552
            843.0         0.972         0.564              0.533         0.549
            844.0         0.972         0.562              0.530         0.546
            845.0         0.968         0.558              0.525         0.541
            846.0         0.972         0.557              0.523         0.540
            847.0         0.972         0.555              0.520         0.538
            848.0         0.973         0.553              0.518         0.535
            849.0         0.972         0.550              0.514         0.532
            850.0         0.972         0.547              0.510         0.529
            851.0         0.974         0.546              0.509         0.527
            852.0         0.975         0.544              0.506         0.525
            853.0         0.970         0.538              0.500         0.519
            854.0         0.972         0.537              0.499         0.518
            855.0         0.970         0.533              0.495         0.514
            856.0         0.972         0.531              0.492         0.512
            857.0         0.971         0.528              0.489         0.508
            858.0         0.967         0.523              0.484         0.503
            859.0         0.967         0.520              0.481         0.501
            860.0         0.967         0.517              0.478         0.497
            861.0         0.965         0.513              0.474         0.493
            862.0         0.965         0.510              0.471         0.491
            863.0         0.960         0.505              0.466         0.485
            864.0         0.961         0.502              0.463         0.483
            865.0         0.957         0.497              0.458         0.478
            866.0         0.956         0.494              0.455         0.475
            867.0         0.953         0.489              0.450         0.470
            868.0         0.955         0.488              0.448         0.468
            869.0         0.954         0.484              0.445         0.465
            870.0         0.949         0.479              0.439         0.459
            871.0         0.943         0.473              0.434         0.454
            872.0         0.956         0.477              0.437         0.457
            873.0         0.949         0.470              0.431         0.451
            874.0         0.952         0.469              0.429         0.449
            875.0         0.952         0.465              0.426         0.446
            876.0         0.949         0.461              0.422         0.441
            877.0         0.946         0.456              0.418         0.437
            878.0         0.943         0.451              0.414         0.432
            879.0         0.955         0.454              0.416         0.435
            880.0         0.953         0.450              0.412         0.431
            881.0         0.960         0.449              0.412         0.431
            882.0         0.959         0.446              0.409         0.427
            883.0         0.960         0.443              0.406         0.425
            884.0         0.963         0.442              0.404         0.423
            885.0         0.964         0.439              0.402         0.421
            886.0         0.965         0.437              0.399         0.418
            887.0         0.966         0.435              0.397         0.416
            888.0         0.968         0.433              0.395         0.414
            889.0         0.971         0.431              0.393         0.412
            890.0         0.972         0.429              0.390         0.410
            891.0         0.971         0.425              0.387         0.406
            892.0         0.976         0.424              0.386         0.405
            893.0         0.977         0.421              0.383         0.402
            894.0         0.978         0.418              0.381         0.399
            895.0         0.980         0.415              0.378         0.397
            896.0         0.977         0.411              0.374         0.393
            897.0         0.982         0.410              0.373         0.392
            898.0         0.981         0.407              0.369         0.388
            899.0         0.984         0.406              0.367         0.386
            900.0         0.981         0.402              0.363         0.383
            901.0         0.985         0.401              0.362         0.381
            902.0         0.984         0.397              0.358         0.378
            903.0         0.984         0.395              0.356         0.375
            904.0         0.986         0.393              0.353         0.373
            905.0         0.983         0.389              0.349         0.369
            906.0         0.985         0.387              0.347         0.367
            907.0         0.981         0.384              0.343         0.363
            908.0         0.989         0.385              0.342         0.364
            909.0         0.984         0.380              0.338         0.359
            910.0         0.988         0.380              0.336         0.358
            911.0         0.986         0.376              0.333         0.354
            912.0         0.987         0.374              0.330         0.352
            913.0         0.983         0.369              0.326         0.348
            914.0         0.987         0.368              0.324         0.346
            915.0         0.986         0.365              0.321         0.343
            916.0         0.987         0.362              0.318         0.340
            917.0         0.987         0.361              0.315         0.338
